Mentions,Sentiment,clean_text,prediksi_sentimen
"Penyerahan BLT DD Tahun anggaran 2022 kepada 81 KPM,Periode januari februari maret, serta pembavian sembako kepada masyarakat dari alokasi dana ketahanan pangan.
@cik_mashuri 
@halimiskandarnu 
@Brigade01Arwan1 https://t.co/5p0DFlQdfe",Positive,penyerahan blt dd tahun anggaran kepada kpmperiode januari februari maret serta pembavian sembako kepada masyarakat dari alokasi dana ketahanan pangan,Positive
"Penyaluran BLT DD Desa Galang Barat Kec. Galang Kab. Deli Serdang Bulan Januari, Februari Dan Maret.
@halimiskandarnu 
@tppkemendes
@Dita_Sari_ 
@KoorprovSumut 
@TPPISUMUT 
@arisfad02268925 
@ritonga_munir 
@siagian_saipul https://t.co/BIhFs6zyF5",Positive,penyaluran blt dd desa galang barat kec galang kab deli serdang bulan januari februari dan maret,Positive
"*Risma Optimistis BLT Minyak Goreng Rampung Sebelum Lebaran*

Mensos RI Tri Rismaharini meyakini penyaluran Bantuan Langsung Tunai minyak goreng rampung sebelum Lebaran 1443 Hijriah, karena saat ini sudah mencapai 98%.

#PDIPerjuangan
#PDIPerjuanganJabar
",Positive,risma optimistis blt minyak goreng rampung sebelum lebaran mensos ri tri rismaharini meyakini penyaluran bantuan langsung tunai minyak goreng rampung sebelum lebaran hijriah karena saat ini sudah mencapai,Positive
"Penyerahan BLT DD tahun anggaran 2022 periode Januari February Maret kepada 120 KPM di Pekon Balai Kencana
@erix_exstrada 
@cik_mashuri 
@kemendespdtt 
@halimiskandarnu https://t.co/fO8UxL0WDa",Positive,penyerahan blt dd tahun anggaran periode januari february maret kepada kpm di pekon balai kencana,Positive
"@NichoSilalah1 Tidak dipaksakan pak panglima, ttpi hak2 rakyat dibatasi, tdk dpat bantuan, bikin sim hrs vaksin, blt hars vaksin,dll",Positive,tidak dipaksakan pak panglima ttpi hak rakyat dibatasi tdk dpat bantuan bikin sim hrs vaksin blt hars vaksindll,Positive
"Penyaluran BLT DD Thap IV (Bulan April) Dsa Trantang. Kec. Kerek, Kab. Tuban 96 KPM smg manfaat.
#TPPJawaTimur 
#TPPTuban 
@halimiskandarnu
@taufikmadjid71
@malik_haramain 
@Ari_Asharie
@Mift4hulMunir
@Nuri_Maulidi_Z 
@budimuni98 
@kpw4jatim 
@Muhimmudin1",Positive,penyaluran blt dd thap iv bulan april dsa trantang kec kerek kab tuban kpm smg manfaat,Positive
"Masya Allah luar biasa banget, Alhamdulillah turut bahagia &amp; seneng banget pokoknya kalo BLT minyak goreng udah capai 99%  pendistribusiannya
#DukungMendagLutfi let's go~ https://t.co/UfqHQ9Mzun",Negative,masya allah luar biasa banget alhamdulillah turut bahagia amp seneng banget pokoknya kalo blt minyak goreng udah capai pendistribusiannya lets go,Positive
"PENYALURAN BLT-DD BULAN APRIL TH. 2022 
DESA JEJEL 
DESA NGASEMLEMAHBANG  DESA PURWOKERTO
#TPPJawaTimur 
#TPPLamongan 
#TPPNgimbang
@halimiskandarnu
@tppkemendes
@LuthfiyahNurla1
@taufikmadjid71
@Nuri_Maulidi_Z
@Iskandar__NH https://t.co/O4WCedieZq",Positive,penyaluran bltdd bulan april th desa jejel desa ngasemlemahbang desa purwokerto,Positive
"(26/4/22)Pelaksanaan pengamanan dan pengawalan giat vaksinasi covid-19 dan pembagian dana BLT di desa nusa bakti,Kec.Belitang II Kab.OKUTimur
Ã¢ÂžÂ¡Ã¯Â¸ÂDokumentasi terlampir dari 1 desa 1 PolPP. @ditpolpp_linmas https://t.co/wpPSGQE6Ph",Positive,pelaksanaan pengamanan dan pengawalan giat vaksinasi covid dan pembagian dana blt di desa nusa baktikecbelitang ii kabokutimur ã¢âžâ¡ã¯â¸âdokumentasi terlampir dari desa polpp,Positive
Kapolres Pakpak Bharat Tinjau Launching Penyaluran BLT dari Mabes Polri Kepada Masyarakat di Gedung Serbaguna Kab. Pakpak Bharat. https://t.co/4CWFfcSGiq,Negative,kapolres pakpak bharat tinjau launching penyaluran blt dari mabes polri kepada masyarakat di gedung serbaguna kab pakpak bharat,Positive
@TRendusara @Dennysiregar7 kalau PM ngomong boleh ekspor semua nya bakalan kelar.@jokowi tugas nya hanya gunting pita dan bagi2 BLT https://t.co/Ca303FO60T,Positive,kalau pm ngomong boleh ekspor semua nya bakalan kelar tugas nya hanya gunting pita dan bagi blt,Positive
"Ini adalah bentuk perhatian dari pemerintah pusat untuk membantu masyarakat. Oleh sebab itu, harus di data dengan sebaik-baiknya, yang berhak menerima BLT-DD tersebut.

Ã¢Â€ÂœKemudian untuk ketahanan pangan 20 persen, dan ini betul dan saya rasa sudah tep",Positive,ini adalah bentuk perhatian dari pemerintah pusat untuk membantu masyarakat oleh sebab itu harus di data dengan sebaikbaiknya yang berhak menerima bltdd tersebut ã¢â€âœkemudian untuk ketahanan pangan persen dan ini betul dan saya rasa sudah tep,Positive
"Adapun jumlah keluarga yang menerima BLT-DD sebanyak 96 Keluarga. Dan, jumlah benih ikan sebanyak 134 ribu.

Bupati Kapuas Hulu Fransiskus Diaan menyampaikan, bahwa kegiatan ini merupakan salah satu program pemerintah pusat untuk penanganan COVID-19.",Positive,adapun jumlah keluarga yang menerima bltdd sebanyak keluarga dan jumlah benih ikan sebanyak ribu bupati kapuas hulu fransiskus diaan menyampaikan bahwa kegiatan ini merupakan salah satu program pemerintah pusat untuk penanganan covid,Positive
"Kalian tidak akan mati hanya karena tidak dapat BLT, dengan vaksin, kesehatan dan nyawa kalian dipertaruhkan.",Positive,kalian tidak akan mati hanya karena tidak dapat blt dengan vaksin kesehatan dan nyawa kalian dipertaruhkan,Positive
"Serma Sukamto anggota Koramil 18 Bayat  Kodim 0723 Klaten babinsa desa Jotangan melaksanakan patroli wilayah dan pendampingan pembagian BLT DD di balai desa Jotangan

#kodim0723klaten 
#korem074wrt_solo 
#kodamivdiponegoro 
#tniad https://t.co/rFTyjI8PhB",Positive,serma sukamto anggota koramil bayat kodim klaten babinsa desa jotangan melaksanakan patroli wilayah dan pendampingan pembagian blt dd di balai desa jotangan,Positive
"Pelda Tugiyono anggota Koramil 18 Bayat  Kodim 0723 Klaten babinsa desa Jarum melaksanakan patroli wilayah dan pendampingan pembagian BLT DD di balai desa Jarum

#kodim0723klaten 
#korem074wrt_solo 
#kodamivdiponegoro 
#tniad https://t.co/oNaKRMJxdf",Positive,pelda tugiyono anggota koramil bayat kodim klaten babinsa desa jarum melaksanakan patroli wilayah dan pendampingan pembagian blt dd di balai desa jarum,Positive
"Bangkrut koq malah berani ngasih BLT 20 juta orang, ngasih gaji ke 13 dan tunjangan 6 juta ASN, TNI/Polri... Bangkrut NDASMU Ã°ÂŸÂ˜Â
#IndonesiaTerancamBangkrut",Positive,bangkrut koq malah berani ngasih blt juta orang ngasih gaji ke dan tunjangan juta asn tnipolri bangkrut ndasmu ã°âÿâ˜â,Positive
"Pantesan selama ini sering ngebantah pak @jokowi karna yang ngurus pemerintah itu perdana mentri dan presiden kerja nya hanya gunting pita dan bagi2 BLT.
TAKICUAH AWAK SALAMO KO",Negative,pantesan selama ini sering ngebantah pak karna yang ngurus pemerintah itu perdana mentri dan presiden kerja nya hanya gunting pita dan bagi blt takicuah awak salamo ko,Positive
"@IkhlasSajadeh Apa yg lu kasih ???                                 Pemerintah memberi rakyat nya nyaman , pulang kampung banyak jalan , BLT ,bansos lancar , bantuan umkm , birikrsasi pembuatan ktp dan kk mudah , ormas sesat dibubatkan ,masih bnyk lagii , ",Positive,apa yg lu kasih pemerintah memberi rakyat nya nyaman pulang kampung banyak jalan blt bansos lancar bantuan umkm birikrsasi pembuatan ktp dan kk mudah ormas sesat dibubatkan masih bnyk lagii,Positive
@RexChapman BLT. All day.,Positive,blt all day,Positive
"Login https://t.co/DQ9ZdZajzF untuk Cek Penerima BPUM 2022, Ada 4 Kriteria yang Bisa Dapatkan BLT UMKM Rp600 Ribu https://t.co/YTlTt5wxsi",Positive,login untuk cek penerima bpum ada kriteria yang bisa dapatkan blt umkm rp ribu,Positive
Penyaluran BLT DD Desa Pulau Maria Kec Teluk dalam Kab Asahan Sumut https://t.co/75aDsJL0T2,Positive,penyaluran blt dd desa pulau maria kec teluk dalam kab asahan sumut,Positive
"Giat Penyerahan / Penyaluran Bantuan Langsung Tunai ( BLT ) Dana Desa ( APBN )   bulan Januari, Februari, dan maret  Tahun 2022, bertempat diKantor Desa Srijaya Kec.Belitang II Kab. Oku Timur https://t.co/lJs3oINn32",Neutral,giat penyerahan penyaluran bantuan langsung tunai blt dana desa apbn bulan januari februari dan maret tahun bertempat dikantor desa srijaya kecbelitang ii kab oku timur,Positive
"Giat Penyerahan / Penyaluran Bantuan Langsung Tunai ( BLT ) Dana Desa ( APBN )   bulan Januari, Februari, dan maret  Tahun 2022, bertempat diKantor Desa Sumber Jaya Kec.Belitang II Kab. Oku Timur https://t.co/5bqg5PLMwg",Positive,giat penyerahan penyaluran bantuan langsung tunai blt dana desa apbn bulan januari februari dan maret tahun bertempat dikantor desa sumber jaya kecbelitang ii kab oku timur,Positive
"BSU 2022 Segera Cair, Simak Syarat Penerima BLT Gaji Rp1 Juta dari Kemnaker untuk Pekerja https://t.co/zjZtdalYOR",Positive,bsu segera cair simak syarat penerima blt gaji rp juta dari kemnaker untuk pekerja,Positive
"UPP Kab.Bantaeng melaksanakan giat pengamanan penyaluran BLT DD kepada penerima manfaat &amp; memberikan himbauan untuk vaksin covid-19 di desa mamampang kec.eremerasa Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan ol",Positive,upp kabbantaeng melaksanakan giat pengamanan penyaluran blt dd kepada penerima manfaat amp memberikan himbauan untuk vaksin covid di desa mamampang keceremerasa sekaligus sosialisasi sapu bersih pungutan liar melalui media masker yang digunakan ol,Positive
Pekerja yang terkena Pemutusan Hubungan Kerja (PHK) masih bisa mendapat Bantuan Langsung Tunai (BLT) maksimal sebesar Rp 5 juta.  https://t.co/Hae2LhiYwi,Positive,pekerja yang terkena pemutusan hubungan kerja phk masih bisa mendapat bantuan langsung tunai blt maksimal sebesar rp juta,Positive
"@awemany @PDemokrat @AgusYudhoyono Dari dulu bisanya BLT, biar sebagian bisa dikorupsi, terus setelah 10 thn berkuasa, negara tetap tidak maju Ã°ÂŸÂ˜Â€Ã°ÂŸÂ˜Â€Ã°ÂŸÂ˜Â€Ã°ÂŸÂ˜Â€",Positive,dari dulu bisanya blt biar sebagian bisa dikorupsi terus setelah thn berkuasa negara tetap tidak maju ã°âÿâ˜â€ã°âÿâ˜â€ã°âÿâ˜â€ã°âÿâ˜â€,Positive
4. Presiden @jokowi menyampaikan kepada pemerintah daerah untuk mengingatkan masyarakat bahwa BLT Minyak Goreng yang telah diberikan pemerintah harus digunakan dengan baik sesuai dengan tujuannya. https://t.co/tiV4G6uzel,Positive,presiden menyampaikan kepada pemerintah daerah untuk mengingatkan masyarakat bahwa blt minyak goreng yang telah diberikan pemerintah harus digunakan dengan baik sesuai dengan tujuannya,Positive
"3. Melalui konferensi video, enam perwakilan kantor pos yakni Aceh, Medan, Banten, Pontianak, Depok, dan Cikini, Jakarta Pusat, menyampaikan capaian penyaluran BLT di daerah tersebut. Presiden #Jokowi meminta agar penyaluran bantuan tersebut dapat tersele",Negative,melalui konferensi video enam perwakilan kantor pos yakni aceh medan banten pontianak depok dan cikini jakarta pusat menyampaikan capaian penyaluran blt di daerah tersebut presiden meminta agar penyaluran bantuan tersebut dapat tersele,Positive
2. Presiden @jokowi memastikan bahwa BLT Minyak Goreng tersebut dapat tersalurkan dengan baik kepada masyarakat. Presiden pun berkesempatan untuk berdialog dengan perwakilan kantor pos dari enam lokasi. https://t.co/mnFW1Utxsg,Negative,presiden memastikan bahwa blt minyak goreng tersebut dapat tersalurkan dengan baik kepada masyarakat presiden pun berkesempatan untuk berdialog dengan perwakilan kantor pos dari enam lokasi,Positive
"1. Presiden @jokowi meninjau proses penyaluran Bantuan Langsung Tunai (BLT) Minyak Goreng kepada 100 Keluarga Penerima Manfaat (KPM) yang digelar di Pos Bloc, Jakarta, pada Senin (25/4).

Foto: BPMI Setpres

#RilisPresiden
#BLTMinyakGoreng https://t.co/vO",Negative,presiden meninjau proses penyaluran bantuan langsung tunai blt minyak goreng kepada keluarga penerima manfaat kpm yang digelar di pos bloc jakarta pada senin foto bpmi setpres,Positive
"@msaid_didu Makanya tanya yg mengerti biar paham bos..kenapa Pemerintah mengatur semua sudsidi,lah yg nganggur aja dikasih duit,..ada BLT migor jg,banyak to..negara ksh subsidi banyak sektor..hehehe",Positive,makanya tanya yg mengerti biar paham boskenapa pemerintah mengatur semua sudsidilah yg nganggur aja dikasih duitada blt migor jgbanyak tonegara ksh subsidi banyak sektorhehehe,Positive
@ganjarpranowo Mana  pak BLT migornya???,Positive,mana pak blt migornya,Positive
"Luar biasa terbaik banget gak sihh, kalo BLT minyak goreng ini udah cair buat kita semuanya 
#DukungMendagLutfi https://t.co/xoEPp64gua",Positive,luar biasa terbaik banget gak sihh kalo blt minyak goreng ini udah cair buat kita semuanya,Positive
"Terbaik banget gak sihh, kalo BLT minyak goreng ini udah cair buat kita semuanya 
#DukungMendagLutfi https://t.co/NIY6h0bKTy",Positive,terbaik banget gak sihh kalo blt minyak goreng ini udah cair buat kita semuanya,Positive
Alhamdulillah presiden jokowi berharap BLT minyak goreng ini bisa meringankan beban masyarakat #DukungMendagLutfi https://t.co/2Ku9Sx3BMD,Positive,alhamdulillah presiden jokowi berharap blt minyak goreng ini bisa meringankan beban masyarakat,Positive
"@Dennysiregar7 @jokowi Jelas sekali Pak Jokowi berpihak pd rakyat kecil, makanya di kasih BLT migor
Kurang gimana lagi?? https://t.co/johyGxH9aW",Negative,jelas sekali pak jokowi berpihak pd rakyat kecil makanya di kasih blt migor kurang gimana lagi,Positive
"Luar biasa banget  ya bestie, penyaluran BLT minyak goreng udah mencapai 99 persen loh gais
#DukungMendagLutfi https://t.co/id6hI12B8b",Positive,luar biasa banget ya bestie penyaluran blt minyak goreng udah mencapai persen loh gais,Positive
"Tugas seorang gubernur,itu memperhatikan rakyat yg terkena dampak musibah,.
Kalo pak anies di bilang gub rasa dinsos,.masih keren..
Kl jokowi bagi2 blt,presiden rasa 
RT...https://t.co/1OUyONvphc",Positive,tugas seorang gubernuritu memperhatikan rakyat yg terkena dampak musibah kalo pak anies di bilang gub rasa dinsosmasih keren kl jokowi bagi bltpresiden rasa rt,Positive
DPMPK Jayapura Pastikan BLT dan TPAK Cair SebelumÃ‚Â Lebaran https://t.co/QsJ1nKJfZY,Positive,dpmpk jayapura pastikan blt dan tpak cair sebelumã‚â lebaran,Positive
"Tak Kenal Lelah, Babinsa Sumbul Dampingi Warga Terima BLT Dana Desa https://t.co/rwRkPbXhvL",Positive,tak kenal lelah babinsa sumbul dampingi warga terima blt dana desa,Positive
"Alhamdulillah ikut seneng banget pokoknya kalo BLT minyak goreng udah capai 99 persen gais pembagiannya 
#DukungMendagLutfi https://t.co/ooXBb8qP6N",Positive,alhamdulillah ikut seneng banget pokoknya kalo blt minyak goreng udah capai persen gais pembagiannya,Positive
"Alhamdulillah ikut seneng banget pokoknya kalo BLT minyak goreng udah capai 99 persen gais pembagiannya 
#DukungMendagLutfi https://t.co/fhJzcpvkhE",Positive,alhamdulillah ikut seneng banget pokoknya kalo blt minyak goreng udah capai persen gais pembagiannya,Positive
"@PRFMnews BLT produk korupsi dr atas sampai ke bawah &amp; sangat membodohi rakyat...pdhl yg hrsnya dipikirkan &amp; dijalankan adl ""rakyat hanya butuh harga murah""...cukup kejadian di migor pemerintah &amp; rakyat dipermainlan oknum &amp; para pengusaha.",Positive,blt produk korupsi dr atas sampai ke bawah amp sangat membodohi rakyatpdhl yg hrsnya dipikirkan amp dijalankan adl rakyat hanya butuh harga murahcukup kejadian di migor pemerintah amp rakyat dipermainlan oknum amp para pengusaha,Positive
"Uang BLT Habis di Ongkos Transportasi, Warga Morotai Menilai Minimnya Peran Pemerintah https://t.co/TeQuYGT1yC",Negative,uang blt habis di ongkos transportasi warga morotai menilai minimnya peran pemerintah,Positive
"Penyaluran BLT DD   dapat meringankan beban masyarakat Desa Pulau Tagor Baru
@tppdeliserdang
@Dita_Sari_ @cakimiNOW @halimiskandarnu @KoorprovSumut @siagian_saipul @kemendespdtt @HasanZulfahmi @imansyukri @ChoirilAkbar6 @imansyukri https://t.co/n9kfkUgWin",Positive,penyaluran blt dd dapat meringankan beban masyarakat desa pulau tagor baru,Positive
"BPUM 2022 Tahap 3 Sedang Cair, Cek NIK KTP di Link https://t.co/DQ9ZdZajzF agar Dapatkan BLT UMKM Rp600 Ribu https://t.co/j3G9nAWFE2",Positive,bpum tahap sedang cair cek nik ktp di link agar dapatkan blt umkm rp ribu,Positive
Update Penyaluran BLT Minyak Goreng dan BPNT Sembako: Paling Tinggi di Banda Aceh dan Depok https://t.co/hhahjDNcgC,Positive,update penyaluran blt minyak goreng dan bpnt sembako paling tinggi di banda aceh dan depok,Positive
"@fmuth25 bukaaan wkwkwk ngebantuin urus kartu blt punya paman aku, ditek tok kemana mana pusinggggg",Positive,bukaaan wkwkwk ngebantuin urus kartu blt punya paman aku ditek tok kemana mana pusinggggg,Positive
HOY GRABE ANG BUDOL KAY BLT HUHUHU YGS POB TINGI PLS,Positive,hoy grabe ang budol kay blt huhuhu ygs pob tingi pls,Positive
"@pengarang_sajak Nunggu BLT,bansos, THR.kan",Neutral,nunggu bltbansos thrkan,Positive
"eneng banget pastinya ya, kalo BLT minyak goreng itu udah cair utk seluruh rakyat Indonesia
#DukungMendagLutfi https://t.co/RmPYww4MtS",Positive,eneng banget pastinya ya kalo blt minyak goreng itu udah cair utk seluruh rakyat indonesia,Positive
"Pencairan BLT Minyak Goreng Paling Lambat Disalurkan Pekan Ini
https://t.co/gC9EH13O51",Neutral,pencairan blt minyak goreng paling lambat disalurkan pekan ini,Positive
Desa Bantu Menyan Salurkan BLT DD pada 122 KepalaÃ‚Â Keluarga https://t.co/FhfcPSEjxN,Positive,desa bantu menyan salurkan blt dd pada kepalaã‚â keluarga,Positive
"KABAR KORAMIL
Bawang- Babinsa Koramil 10/Bawang Sertu Ari budi pendampingan dan pengamanan pelaksanaan pembagian BLT- DD di balai desa Watu urip kec.Bawang Selasa(26/04/2022)

#kodim_banjarnegara #babinsa0704 #babinsa
#bersamarakyattnikuat #tniad #tni #ba",Neutral,kabar koramil bawang babinsa koramil bawang sertu ari budi pendampingan dan pengamanan pelaksanaan pembagian blt dd di balai desa watu urip kecbawang selasa,Positive
presiden jokowi berharap BLT minyak goreng ini bisa meringankan beban masyarakat #DukungMendagLutfi https://t.co/q3X2t5tD0k,Neutral,presiden jokowi berharap blt minyak goreng ini bisa meringankan beban masyarakat,Positive
"BAGI SEMBAKO CEBONG YG DAPAT, GRATIS MAKAN DI WARUNG CEBONG YG DULUAN...
SOAL SEMBAKO, MAKAN GRATIS, BLT,...CEBONG...
KENAPA?? KARENA SELAIN CEBONG TIDAK MAU AMBIL SEMBAKO.....
CEBONG SEMAKIN DI DEPAN https://t.co/7uODuiOEr0",Negative,bagi sembako cebong yg dapat gratis makan di warung cebong yg duluan soal sembako makan gratis bltcebong kenapa karena selain cebong tidak mau ambil sembako cebong semakin di depan,Positive
"Penyaluran BLT-DD Bulan Januari sampai Maret untuk 108 KPM di Desa Pulau Tambako Kec. Mata Oleo, Kab. Bombana, Prov. Sulawesi Tenggara. 

Warga desa senang, lebaran jadi asyik. Ada THR.

#GeliatDesa 
@bangsispusdatin
@tppkemendes
@tppisultra https://t.co/",Negative,penyaluran bltdd bulan januari sampai maret untuk kpm di desa pulau tambako kec mata oleo kab bombana prov sulawesi tenggara warga desa senang lebaran jadi asyik ada thr,Positive
Wanti-wanti Jokowi: Minta BLT Minyak Goreng agar Tak Dibelikan Pulsa https://t.co/2scCGC4437,Positive,wantiwanti jokowi minta blt minyak goreng agar tak dibelikan pulsa,Positive
Ratusan Warga Sekaran Antusias Terima BLT-DD Tahap IV dan Vaksin Booster https://t.co/eYPeFdVRlC,Positive,ratusan warga sekaran antusias terima bltdd tahap iv dan vaksin booster,Positive
"Presiden RI Joko Widodo @jokowi menghadiri proses penyaluran program sembako dan bantuan langsung tunai (BLT) minyak goreng kepada 100 keluarga penerima manfaat (KPM) yang dilakukan di Gedung Pos Bloc, Jakarta Pusat, Senin (25/4)
@aniesbaswedan @ArizaPatr",Positive,presiden ri joko widodo menghadiri proses penyaluran program sembako dan bantuan langsung tunai blt minyak goreng kepada keluarga penerima manfaat kpm yang dilakukan di gedung pos bloc jakarta pusat senin,Positive
"@IwanPangka @AgusYudhoyono naah kasih tau, yg kampanye besok Pang...Jgn NIRU GAYA LAMA KASET KUSUTÃ°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â­SEGALA KARTU DI KELUARKAN AKHIRNYA BLT JUGAÃ°ÂŸÂ˜ÂœÃ°ÂŸÂ˜Âœ",Negative,naah kasih tau yg kampanye besok pangjgn niru gaya lama kaset kusutã°âÿâ¤â£ã°âÿâ¤â£ã°âÿâ¤â­segala kartu di keluarkan akhirnya blt jugaã°âÿâ˜âœã°âÿâ˜âœ,Positive
"Menteri Sosial Tri Rismaharini menyampaikan, progres menggembirakan ini merupakan tindak lanjut atas arahan Presiden agar BLT Minyak Goreng sampai ke tangan penerima manfaat sebelum Hari Raya Idul Fitri. https://t.co/GVNoaM2XG7",Positive,menteri sosial tri rismaharini menyampaikan progres menggembirakan ini merupakan tindak lanjut atas arahan presiden agar blt minyak goreng sampai ke tangan penerima manfaat sebelum hari raya idul fitri,Positive
"Data yang diterima Kementerian Sosial dari @PosIndonesia, angka penyaluran BLT Minyak Goreng tersebut merupakan angka secara nasional.",Positive,data yang diterima kementerian sosial dari angka penyaluran blt minyak goreng tersebut merupakan angka secara nasional,Positive
"98,3% Bantuan Langsung Tunai (BLT) Minyak Goreng telah tersalur Ã¢ÂœÂ…

BLT Minyak Goreng ditargetkan tuntas disalurkan akhir bulan April atau akhir ramadan untuk membantu mengurangi beban pengeluaran keluarga prasejahtera.

(Utas)

#MandiriSejahtera #BLT",Positive,bantuan langsung tunai blt minyak goreng telah tersalur ã¢âœâ… blt minyak goreng ditargetkan tuntas disalurkan akhir bulan april atau akhir ramadan untuk membantu mengurangi beban pengeluaran keluarga prasejahtera utas,Positive
"Pemerintah Salurkan BLT Minyak Goreng

#HukumBerkeadilan
#ProJustisia
#TegakkanHukum
#MinyakGoreng https://t.co/zVh1ngcL7a",Positive,pemerintah salurkan blt minyak goreng,Positive
"@FajarPa64761561 @Dennysiregar7 @jokowi Fajar Pamungkas
Semoga ini berlaku permanen gak satu minggu di cabut wkwkwkwk

BERLAKU PERMANEN ? MEMANG NEGARA INI TIDAK BUTUH EKSPOR ? TIDAK BUTUH VALAS ? KALAU GOBLOK TIDAK USAH NJEPLAK 
UTANG NEGARA MAKIN MENGGU",Positive,fajar pamungkas semoga ini berlaku permanen gak satu minggu di cabut wkwkwkwk berlaku permanen memang negara ini tidak butuh ekspor tidak butuh valas kalau goblok tidak usah njeplak utang negara makin menggu,Positive
"Jokowi: BLT Minyak Goreng Jangan Digunakan Beli Pulsa
https://t.co/uLIeNsfM5a",Positive,jokowi blt minyak goreng jangan digunakan beli pulsa,Positive
"Jokowi: BLT Minyak Goreng Jangan Digunakan Beli Pulsa
https://t.co/ut03f6ZU4I",Positive,jokowi blt minyak goreng jangan digunakan beli pulsa,Positive
Pemerintah Desa Cimanuk Salurkan BLT DD https://t.co/Ip5illevHA lewat @Radar Nusantara,Positive,pemerintah desa cimanuk salurkan blt dd lewat nusantara,Positive
"@jokowi Lapor pak @Jokowi, di tempat sy yg dpt BLT cuma orangÃ‚Â² yg berkecimpung di kantor RW saja pak. 
Bantuan berupa, beras,ayam,telor dll.
Pdahal di tempat sy bnyak janda tua pak tp tdk dpt bantuan.",Positive,lapor pak di tempat sy yg dpt blt cuma orangã‚â² yg berkecimpung di kantor rw saja pak bantuan berupa berasayamtelor dll pdahal di tempat sy bnyak janda tua pak tp tdk dpt bantuan,Positive
"Gubernur Sumut @RahmayadiEdy Pastikan BLT Minyak Goreng Sampai ke Penerima Manfaat

sumber: https://t.co/SCXgNFGfuG
@kemendagri @ijeck09

#BantuanLangsungTunai #KelompokPenerimaManfaat #SumutBermartabat #PemprovSumut #SumateraUtara #SumutSmartProvince #Ed",Positive,gubernur sumut pastikan blt minyak goreng sampai ke penerima manfaat sumber,Positive
PEUNAYONG Banda Aceh: Gampong Peunayong Salurkan Bantuan Langsung Tunai Dana Desa Bulan April 2022 kepada 77 KPM https://t.co/2XbYiuWccW,Positive,peunayong banda aceh gampong peunayong salurkan bantuan langsung tunai dana desa bulan april kepada kpm,Positive
Sertu Sutarsono menhadiri  dan pengamanan kegiatan penyaluran Bantuan Langsung Tunai Dana Desa (BLT DD) Bulan Ke 4 (Empat) TA. 2022 oleh Pemdes Serut Kecamatan Kuwarasan kepada 75 KPM yang masing-masing di aula Balai desa Serut kecamatan Kuwarasan https:/,Positive,sertu sutarsono menhadiri dan pengamanan kegiatan penyaluran bantuan langsung tunai dana desa blt dd bulan ke empat ta oleh pemdes serut kecamatan kuwarasan kepada kpm yang masingmasing di aula balai desa serut kecamatan kuwarasan,Positive
Polres Tapteng Salurkan BLT Kepada PKL dan Warung Tahap I https://t.co/eLiMN8lxea,Positive,polres tapteng salurkan blt kepada pkl dan warung tahap i,Positive
Gubernur Edy Rahmayadi Pastikan BLT Minyak Goreng Sampai ke Penerima Manfaat https://t.co/7ui2HcRE8x,Positive,gubernur edy rahmayadi pastikan blt minyak goreng sampai ke penerima manfaat,Positive
"Menurut dia, minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai (BLT) minyak goreng untuk masyarakat.
#JokowiFokusKerja
https://t.co/iLksO4TyWh",Positive,menurut dia minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai blt minyak goreng untuk masyarakat,Positive
Polres Pekalongan Salurkan Bantuan Langsung Tunai (BLT) Minyak Goreng Kepada RibuanÃ‚Â Masyarakat https://t.co/XEd8DSgcbi,Positive,polres pekalongan salurkan bantuan langsung tunai blt minyak goreng kepada ribuanã‚â masyarakat,Positive
"Jelang Lebaran, Wali Bomas Salurkan BLT Desa pada 158 PKM di Nagari

Pemerintahan Nagari Bomas Koto Baru Kecamatan Sungai Pagu memang hebat dan betul-betul membaca situasi. Disaat masyarakat nagari terutama masyarakat kurang mampu, jelang hari raya...

ht",Positive,jelang lebaran wali bomas salurkan blt desa pada pkm di nagari pemerintahan nagari bomas koto baru kecamatan sungai pagu memang hebat dan betulbetul membaca situasi disaat masyarakat nagari terutama masyarakat kurang mampu jelang hari raya ht,Positive
"Alhamdulillah terbaik banget ya bedtie, pembagian BLT minyak goreng dari pemerintah udah mencapai 99 persen loh 
#DukungMendagLutfi https://t.co/WCQVWy6Q7R",Negative,alhamdulillah terbaik banget ya bedtie pembagian blt minyak goreng dari pemerintah udah mencapai persen loh,Positive
"@jalanlurus05 @Fixtech7 @keuangannews_id Maaf ya,,saya tdk vaksin dan tdk menerima BLT,saya diboongin dr  waktu jamanya kompanye..datanya cari aja sendiri.maaf yaaÃ°ÂŸÂ™Â",Positive,maaf yasaya tdk vaksin dan tdk menerima bltsaya diboongin dr waktu jamanya kompanyedatanya cari aja sendirimaaf yaaã°âÿâ™â,Positive
