Mentions,Sentiment
"@fmuth25 bukaaan wkwkwk ngebantuin urus kartu blt punya paman aku, ditek tok kemana mana pusinggggg",Positive
HOY GRABE ANG BUDOL KAY BLT HUHUHU YGS POB TINGI PLS,Positive
"@pengarang_sajak Nunggu BLT,bansos, THR.kan",Neutral
"eneng banget pastinya ya, kalo BLT minyak goreng itu udah cair utk seluruh rakyat Indonesia
#DukungMendagLutfi https://t.co/RmPYww4MtS",Positive
"Pencairan BLT Minyak Goreng Paling Lambat Disalurkan Pekan Ini
https://t.co/gC9EH13O51",Neutral
Desa Bantu Menyan Salurkan BLT DD pada 122 KepalaÃ‚Â Keluarga https://t.co/FhfcPSEjxN,Positive
"KABAR KORAMIL
Bawang- Babinsa Koramil 10/Bawang Sertu Ari budi pendampingan dan pengamanan pelaksanaan pembagian BLT- DD di balai desa Watu urip kec.Bawang Selasa(26/04/2022)

#kodim_banjarnegara #babinsa0704 #babinsa
#bersamarakyattnikuat #tniad #tni #ba",Neutral
presiden jokowi berharap BLT minyak goreng ini bisa meringankan beban masyarakat #DukungMendagLutfi https://t.co/q3X2t5tD0k,Neutral
"BAGI SEMBAKO CEBONG YG DAPAT, GRATIS MAKAN DI WARUNG CEBONG YG DULUAN...
SOAL SEMBAKO, MAKAN GRATIS, BLT,...CEBONG...
KENAPA?? KARENA SELAIN CEBONG TIDAK MAU AMBIL SEMBAKO.....
CEBONG SEMAKIN DI DEPAN https://t.co/7uODuiOEr0",Negative
"Penyaluran BLT-DD Bulan Januari sampai Maret untuk 108 KPM di Desa Pulau Tambako Kec. Mata Oleo, Kab. Bombana, Prov. Sulawesi Tenggara. 

Warga desa senang, lebaran jadi asyik. Ada THR.

#GeliatDesa 
@bangsispusdatin
@tppkemendes
@tppisultra https://t.co/",Negative
Wanti-wanti Jokowi: Minta BLT Minyak Goreng agar Tak Dibelikan Pulsa https://t.co/2scCGC4437,Positive
Ratusan Warga Sekaran Antusias Terima BLT-DD Tahap IV dan Vaksin Booster https://t.co/eYPeFdVRlC,Positive
"Presiden RI Joko Widodo @jokowi menghadiri proses penyaluran program sembako dan bantuan langsung tunai (BLT) minyak goreng kepada 100 keluarga penerima manfaat (KPM) yang dilakukan di Gedung Pos Bloc, Jakarta Pusat, Senin (25/4)
@aniesbaswedan @ArizaPatr",Positive
"@IwanPangka @AgusYudhoyono naah kasih tau, yg kampanye besok Pang...Jgn NIRU GAYA LAMA KASET KUSUTÃ°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â£Ã°ÂŸÂ¤Â­SEGALA KARTU DI KELUARKAN AKHIRNYA BLT JUGAÃ°ÂŸÂ˜ÂœÃ°ÂŸÂ˜Âœ",Negative
"Menteri Sosial Tri Rismaharini menyampaikan, progres menggembirakan ini merupakan tindak lanjut atas arahan Presiden agar BLT Minyak Goreng sampai ke tangan penerima manfaat sebelum Hari Raya Idul Fitri. https://t.co/GVNoaM2XG7",Positive
"Data yang diterima Kementerian Sosial dari @PosIndonesia, angka penyaluran BLT Minyak Goreng tersebut merupakan angka secara nasional.",Positive
"98,3% Bantuan Langsung Tunai (BLT) Minyak Goreng telah tersalur Ã¢ÂœÂ…

BLT Minyak Goreng ditargetkan tuntas disalurkan akhir bulan April atau akhir ramadan untuk membantu mengurangi beban pengeluaran keluarga prasejahtera.

(Utas)

#MandiriSejahtera #BLT",Positive
"Pemerintah Salurkan BLT Minyak Goreng

#HukumBerkeadilan
#ProJustisia
#TegakkanHukum
#MinyakGoreng https://t.co/zVh1ngcL7a",Positive
"@FajarPa64761561 @Dennysiregar7 @jokowi Fajar Pamungkas
Semoga ini berlaku permanen gak satu minggu di cabut wkwkwkwk

BERLAKU PERMANEN ? MEMANG NEGARA INI TIDAK BUTUH EKSPOR ? TIDAK BUTUH VALAS ? KALAU GOBLOK TIDAK USAH NJEPLAK 
UTANG NEGARA MAKIN MENGGU",Positive
"Jokowi: BLT Minyak Goreng Jangan Digunakan Beli Pulsa
https://t.co/uLIeNsfM5a",Positive
"Jokowi: BLT Minyak Goreng Jangan Digunakan Beli Pulsa
https://t.co/ut03f6ZU4I",Positive
Pemerintah Desa Cimanuk Salurkan BLT DD https://t.co/Ip5illevHA lewat @Radar Nusantara,Positive
"@jokowi Lapor pak @Jokowi, di tempat sy yg dpt BLT cuma orangÃ‚Â² yg berkecimpung di kantor RW saja pak. 
Bantuan berupa, beras,ayam,telor dll.
Pdahal di tempat sy bnyak janda tua pak tp tdk dpt bantuan.",Positive
"Gubernur Sumut @RahmayadiEdy Pastikan BLT Minyak Goreng Sampai ke Penerima Manfaat

sumber: https://t.co/SCXgNFGfuG
@kemendagri @ijeck09

#BantuanLangsungTunai #KelompokPenerimaManfaat #SumutBermartabat #PemprovSumut #SumateraUtara #SumutSmartProvince #Ed",Positive
PEUNAYONG Banda Aceh: Gampong Peunayong Salurkan Bantuan Langsung Tunai Dana Desa Bulan April 2022 kepada 77 KPM https://t.co/2XbYiuWccW,Positive
Sertu Sutarsono menhadiri  dan pengamanan kegiatan penyaluran Bantuan Langsung Tunai Dana Desa (BLT DD) Bulan Ke 4 (Empat) TA. 2022 oleh Pemdes Serut Kecamatan Kuwarasan kepada 75 KPM yang masing-masing di aula Balai desa Serut kecamatan Kuwarasan https:/,Positive
Polres Tapteng Salurkan BLT Kepada PKL dan Warung Tahap I https://t.co/eLiMN8lxea,Positive
Gubernur Edy Rahmayadi Pastikan BLT Minyak Goreng Sampai ke Penerima Manfaat https://t.co/7ui2HcRE8x,Positive
"Menurut dia, minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai (BLT) minyak goreng untuk masyarakat.
#JokowiFokusKerja
https://t.co/iLksO4TyWh",Positive
Polres Pekalongan Salurkan Bantuan Langsung Tunai (BLT) Minyak Goreng Kepada RibuanÃ‚Â Masyarakat https://t.co/XEd8DSgcbi,Positive
"Jelang Lebaran, Wali Bomas Salurkan BLT Desa pada 158 PKM di Nagari

Pemerintahan Nagari Bomas Koto Baru Kecamatan Sungai Pagu memang hebat dan betul-betul membaca situasi. Disaat masyarakat nagari terutama masyarakat kurang mampu, jelang hari raya...

ht",Positive
"Alhamdulillah terbaik banget ya bedtie, pembagian BLT minyak goreng dari pemerintah udah mencapai 99 persen loh 
#DukungMendagLutfi https://t.co/WCQVWy6Q7R",Negative
"@jalanlurus05 @Fixtech7 @keuangannews_id Maaf ya,,saya tdk vaksin dan tdk menerima BLT,saya diboongin dr  waktu jamanya kompanye..datanya cari aja sendiri.maaf yaaÃ°ÂŸÂ™Â",Positive
"@tempodotco Klo pertalite,gas 3kg,sama listrik naik gak ada jaminan negri ini aman,semenjak pertamax naik saja 2 minggu ini pasar tambah sepi daya beli turun drastis,padahal rakyat baru dpt cairan BLT 500rb pasar tetep sepi gila gak,itu artinya rakyat ben",Positive
"Penyaluran BLT Dana Desa untuk bulan April tahun 2022 di Nagari Koto Dalam Barat Kec. Padang Sago Kab. Padang Pariaman.
@halimiskandarnu 
@kemendespdtt 
@imansyukri
@malik_haramain
@taufikmadjid71 
@gito_afriendra 
@JTrikora 
@DasrilNovrianto 
@Wendriadi4",Positive
"Saat ini Pemerintah mulai menyalurkan Bantuan Langsung Tunai (BLT) minyak goreng  untuk masyarakat yang berhak agar meringankan pembelian minyak goreng yang harganya sedang tinggi. Besaran BLT minyak goreng, yakni Rp.300.000, disalurkan melalui Polres Pek",Negative
"Presiden Apresiasi Pos Indonesia Salurkan BLT Minyak Goreng 98,3 persen https://t.co/sh0WnoWO8M",Positive
"penyaluran BLT minyak goreng ini udah mencapai 99 persen loh bestie 
#DukungMendagLutfi",Positive
"Alhamdulillah banget ya, penyaluran BLT minyak goreng ini udah mencapai 99 persen loh bestie 
#DukungMendagLutfi https://t.co/UYUcfcm6v6",Positive
BLT DD Periode April 2022 Dibagikan PemdesÃ‚Â Cikembar https://t.co/kvVNUu1Ahq,Positive
Pemerintah masih berupaya membantu kebutuhan pokok masyarakat dengan mengeluarkan BLT di tengah kenaikan harga minyak internasional. https://t.co/1gPJT2aKlC,Positive
"Penyaluran BLT DD (Jan sd Mar 2022) Marjandi_Panombeian Panei_Simalungun_Sumut
#SimalungunSalurBLTDD 
#TPPSimalungun
@jokowi
@halimiskandarnu 
@kemendespdtt 
@imansyukri 
@malik_haramain 
@taufikmadjid71 
@sugito_jaya 
@yusradaridesa 
@SukoyoKasekpro 
@Ko",Positive
"Pencarian BLT DD bulan ke 4 Desa Bakalrejo dan Desa Supenuh. Barokallah.
#TPPSUGIO
#TPPJawaTimur
#TPPLamongan
@halimiskandarnu
@yusradaridesa
@LuthfiyahNurla1
@bpsdmkemendes
@Ari_Asharie
@Nuri_Maulidi_Z
@cak_furi1
@Mift4hulMunir
@Iskandar__NH
@masnafik ht",Positive
"Terbaik banget emang pemerintah, saat ini penyaluran BLT Minyak goreng sudah mencapai 99 persen gais 
#DukungMendagLutfi https://t.co/7TZOKrS9AP",Positive
"@kafiradikalis @jokowi Aksesibilitas ke jaringan internet dan sosmed yang rendah membuat disparitas persepsi begitu tinggi.

Artinya program Palapa Ring dan Tol Langit lebih baik mereka self-sabotage.
Lebih baik menggalakkan program2 bagi2 sembako atau BL",Neutral
"@kompascom Dunia data pulsa makanan no 1 Pak @jokowi !  Yang dapat BLT ,Bansos dll rata2 sudah mempunyai Motor , rumah bagus dll  salah sasaran semua !",Negative
"Dampingi Pembagian BLT DD, Babinsa Desa Sungai Keruh Pastikan Warganya Merasa Aman Dan Nyaman

https://t.co/lfqT4Akz0l https://t.co/R6Kbjp0TsA",Negative
"Masukkan NIK KTP ke https://t.co/DQ9ZdZajzF, Cek Penerima BPUM 2022 Tahap 3 untuk Dapatkan BLT UMKM Rp600 Ribu https://t.co/Y55sECMDOP",Positive
Presiden Jokowi minta penggunaan BLT minyak goreng tepat guna sesuai dengan arah dari KEMENSOS. #DukungMendag Lutfi https://t.co/TDBFGHEHp0,Positive
Presiden Joko Widodo mengingatkan masyarakat agar tidak menggunakan uang Bantuan Langsung Tunai (BLT) Minyak Goreng untuk membeli pulsa. - #BLT #MinyakGoreng #Nasional #VideoKompas #JernihkanHarapan https://t.co/XhpTB4iwEa,Positive
"Penyaluran BLT DD Desa Waculaea untuk bulan Januari s/d marat 2022  sebanyak 74 KPM 
@halimiskandarnu 
@imansyukri 
@yusradaridesa 
@azzameldzikrie 
@malik_haramain 
@tppkemendes 
@kemendespdtt https://t.co/qjntiAZRjk",Neutral
"BLT MINYAK GORENG
Mayoritas tahu tentang BLT minyak goreng, dan mayoritas juga setuju dengan kebijakan tersebut. https://t.co/MUkJ7pElEW",Neutral
Piw! Gada yang mau mutual ama akun kecil? M19 Dom Blt https://t.co/07gyIrgl6a,Neutral
"BLT Minyak Goreng Bakal Usai Sebelum Lebaran, Mensos: Terkendala dalam Penyaluran
https://t.co/WDkGmZP1U8",Positive
"KABAR KORAMIL
Bawang- Babinsa Koramil 10/Bawang Sertu Ari budi pendampingan dan pengamanan pelaksanaan pembagian BLT- DD di balai desa Watu urip kec.Bawang Selasa(26/04/22) https://t.co/4L0gD7qD0u",Positive
"Menurut dia, minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai (BLT) minyak goreng untuk masyarakat.
#JokowiFokusKerja
https://t.co/zUJYrVDJJu",Positive
Pembagaian BLT Minyak Goreng di Jakarta pusat oleh pemerintah sudah mencapai angka 99 %. #DukungMendag Lutfi https://t.co/zvFYRGaT2P,Positive
BPNT Cair Sampai Kapan? Cus Buka https://t.co/wAG9qW18pG Ada BLT Minyak Goreng Rp300 Ribu https://t.co/mQxCukNVce,Positive
wala bang pooling sa blt Ã°ÂŸÂ¥Â¹Ã°ÂŸÂ¥Â¹,Negative
"vaksin &amp; BLT, ""jebakan betmen""",Positive
Presiden Jokowi HARUS KERJA KERAS ... Harga2 sudah mengalami kenaikan yang menyengsarakan Rakyat ... Percuma adanya BLT2 an ... Padahal waktu kampanye menolak BLT dan akan mengeluarkan Kartu Sembako ... Mana janjimu Presiden?,Positive
Presiden Jokowi minta penggunaan BLT minyak goreng tepat guna sesuai dengan arah dari KEMENSOS. #DukungMendag Lutfi https://t.co/C26tZBq9Y9,Positive
"Gubernur Kalbar Serahkan Bansos Penyaluran BLT Minyak Goreng dan BPNT Bagi Masyarakat
#Indonesia #DiskonKilatGrabFood #Nastar #trisuaka #belajar #Puasa #Libur #Ramadhan #Lebaran #Selasa #SUGA #SUZY #Reyhan #635Triliun
https://t.co/1L86E4dJAS",Positive
"Penyaluran BLT Dana Desa Bulan januari -maret
#NagariTanjungBonaiAurSelatan https://t.co/OwxNHTcYw2",Positive
"Kepala Dinas Sosial Provinsi Jawa Barat turut hadir mendampingi #PauURuzhanul dalam peninjauan langsung penyaluran Bantuan Langsung Tunai ( Minyak Goreng) dan program sosial BPNT di Kantor PT. POS Indonesia Cabang kota Depok.
@ridwankamil @PauURuzhanul @h",Positive
Babinsa Way Bungur Kawal Pembagian BLT DD Hingga KerumahÃ‚Â Warga https://t.co/fRTDI7mGlZ,Positive
"Menurut dia, minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai (BLT) minyak goreng untuk masyarakat.
#JokowiFokusKerja
https://t.co/CEWuCotmTN",Positive
"BLT Minyak Goreng dan Sembako Rp 500 Ribu Diantar Langsung ke Rumah, Khusus untuk Kategori Ini
 
https://t.co/lpAyHbQNMa via @tribunbanten",Positive
"Menurut dia, minyak goreng hingga kini masih menjadi masalah serius meski pemerintah telah memberikan subsidi bantuan langsung tunai (BLT) minyak goreng untuk masyarakat.
#JokowiFokusKerja
https://t.co/cgxHHkui2Q",Positive
"Jokowi: BLT Minyak Goreng Jangan Dipakai Beli Pulsa

""BLT minyak goreng ini harus digunakan sesuai tujuannya yaitu membeli minyak goreng maupun sembako. Tapi jangan dipakai beli pulsa,"" kata Pak @jokowi. https://t.co/SqLNxOfQEe",Positive
"Alhamdulillah BLT minyak goreng dari pemerintah ini pastinya, dapat dipergunakan dgn baik banget ya oleh masyarakat 
#DukungMendagLutfi https://t.co/o5MA4TybUc",Negative
"Berbagai video Ramadhan menarik menantimu! Ikuti eventnya dan jadilah pemenang berikutnya!
https://t.co/TDFofLWHz2

Pembagian BLT Minyak Goreng 300 rb di Polres Banyuasin",Positive
"Nah lohh, gimana perasaannya kalo BLT minyak goreng dari pemerintah udah pada cair semuanya 
#DukungMendagLutfi https://t.co/JDpV6pE7Dd",Negative
"Sementara itu, penyaluran BLT Minyak Goreng di Pontianak mencapai 96,8 persen. Presiden pun meminta agar penyaluran bantuan tersebut dapat terselesaikan secepatnya. https://t.co/HQgPibwrOp",Negative
"BLT UMKM Ada Lagi, Ini Syarat dan Cara Cek Penerima di https://t.co/DQ9ZdZajzF untuk Cairkan BPUM Rp600 RIbu https://t.co/knOWMkmbdV",Positive
"Alhamdulillah banget ya, penyaluran BLT minyak goreng ini udah mencapai 99 persen loh bestie 
#DukungMendagLutfi https://t.co/xqB2trPwLJ",Positive
"Selanjutnya, Kepala Negara menyampaikan kepada pemerintah daerah untuk mengingatkan masyarakat bahwa BLT Minyak Goreng yang telah diberikan pemerintah harus digunakan dengan baik sesuai dengan tujuannya. https://t.co/0j5owpbgU2",Positive
"Tolong disampaikan kepada para penerima bahwa BLT Minyak Goreng ini betul-betul digunakan sesuai yang telah diarahkan oleh Menteri Sosial baik itu untuk membeli minyak goreng maupun sembako. Tapi jangan dipakai untuk beli pulsa,"" ujar Kepala Negara. https",Positive
"pemerintah melalui Kementerian Sosial menunjuk Pos Indonesia dalam penyaluran BLT Minyak Goreng sebesar Rp300 ribu kepada KPM di seluruh Tanah Air. Penyaluran BLT Minyak Goreng tersebut ditargetkan dapat diterima oleh 18,3 juta KPM sebelum Lebaran tahun 2",Positive
"Saat meninjau, Presiden berkesempatan untuk berdialog dengan perwakilan kantor pos dari enam lokasi melalui konferensi video, yakni Aceh, Medan, Banten, Pontianak, Depok, dan Cikini, Jakarta Pusat untuk menyampaikan capaian penyaluran BLT di masing-masing",Positive
#DukungMendagLutfi presiden jokowi berharap BLT minyak goreng ini bisa meringankan beban masyarakat https://t.co/qY1xr15XOD,Positive
"Presiden berkesempatan untuk berdialog dengan perwakilan kantor pos dari enam lokasi melalui konferensi video, yakni Aceh, Medan, Banten, Pontianak, Depok, dan Cikini, Jakarta Pusat untuk menyampaikan capaian penyaluran BLT di masing-masing daerah tersebu",Positive
"Terbaik banget gak sihh, kalo BLT minyak goreng ini udah cair buat kita semuanya 
#DukungMendagLutfi https://t.co/BYQsGJbd3l",Positive
"Selanjutnya, Kepala Negara menyampaikan kepada pemerintah daerah untuk mengingatkan masyarakat bahwa BLT Minyak Goreng yang telah diberikan pemerintah harus digunakan dengan baik sesuai dengan tujuannya. https://t.co/Fe5E4hhNcA",Positive
"Terbaik banget ya manteman, pembagian BLT dari pemerintah sudah mencapai 99 persen nih 
#DukungMendagLutfi https://t.co/Q7sCfD7FoI",Positive
"Kota Semarang khususnya Candisari, Wonotingal utk program BLT Migor belum cair..  Ibuk gueh nanya ke pak RT muluk..",Positive
"#BLT #PKH #AtletTaekwondo #Gorontalo
Harumkan Gorontalo, Kondisi Tempat Tinggal Memprihatinkan https://t.co/2NB5cZwmYN",Positive
@maxhansens50 Dia makai pola pepo nya. Ga penting pembangunan asal blt lancar. Kapan maju nya negara ini? Semua misi dia cuma niru pepo nya ga ada hsl pikiran dia sbg kaum muda.,Positive
"Selanjutnya, Kepala Negara menyampaikan kepada pemerintah daerah untuk mengingatkan masyarakat bahwa BLT Minyak Goreng yang telah diberikan pemerintah harus digunakan dengan baik sesuai dengan tujuannya. https://t.co/c2eznw87aZ",Neutral
"Alhamdulillah ikut seneng banget pokoknya kalo BLT minyak goreng udah capai 99 persen gais pembagiannya 
#DukungMendagLutfi https://t.co/7bZjPDCqzG",Positive
Petugas Bhabinkamtibmas Polsek Tigalingga Hadiri Kegiatan Penyaluran BLT-DD kpd Masyarakat sekaligus Vaksinasi di Desa Lau Pakpak Kec Tigalingga Kab Dairi https://t.co/koe7I87rDl,Positive
"Uhuy seneng banget pastinya ya, kalo BLT minyak goreng itu udah cair utk seluruh rakyat Indonesia
#DukungMendagLutfi https://t.co/QOyfPc0CIT",Positive
"Alhamdulillah ikut seneng banget pokoknya kalo BLT minyak goreng udah capai 99 persen gais pembagiannya 
#DukungMendagLutfi https://t.co/STMaYOIQJs",Positive
"@TPPI_BENJENG 
Penyaluran BLT bulan April  Desa Jatirembe kec. Benjeng. Foto bersama Kepala Desa, Perangkat, Pendamping, dan KPM.
Senin, 25 April 2022 jam 19.30 wib

#tppgresik 
#tppkemendesa 
#BLT
#tppkecbenjeng https://t.co/DMZfToqO8S",Positive
"Nambah seneng banget nih, menjelang idulfitri penyaluran BLT minyak goreng udah mencapai 99 persen loh 
#DukungMendagLutfi https://t.co/gwAqluDfmh",Positive
"Petugas PT Pos Indonesia dan jajaran pemerintah lainnya Ã¢Â€Âjemput bolaÃ¢Â€Â hingga ke desa-desa di Kalimantan Barat menyalurkan bantuan langsung tunai untuk mempermudah masyarakat. Sebelum Idul Fitri, penyaluran selesai. #Nusantara #AdadiKompas
https:",Positive
"Mantep bosquee, sekarang BLT minyak goreng udah bisa dinikmati oleh seluruh rakyat indonesia 
#DukungMendagLutfi https://t.co/OVrJDC3GOl",Positive
"Gais kalian harus tau nih, penyaluran BLT minyak goreng sudah mencapai 99 persen loh dari jumlah KPM 
#DukungMendagLutfi https://t.co/PS4NrpAiPo",Positive
"Pengamanan oleh Babinsa Koramil 10/Bawang Dalam Penyaluran BLT-DD

#kodim_banjarnegara #babinsa0704 #babinsa
#bersamarakyattnikuat #tniad #tni #banjarnegara
#ichadhanang
#kabarkoramil #kabarkodim
#TNIADMengabdiDanMembangunBersamaRakyat https://t.co/pzCbHW",Positive
"@Tan_Mar3M Yg posting ibunya kemarin antri BLT minyak goreng....

Biar kelihatan elit terus ngetwitt
....Ã°ÂŸÂ¤ÂªÃ°ÂŸÂ¤ÂªÃ°ÂŸÂ¤ÂªÃ°ÂŸÂ¤ÂªÃ°ÂŸÂ¤ÂªÃ°ÂŸÂ¤ÂªÃ°ÂŸÂ¤ÂªÃ°ÂŸÂ¤ÂªÃ°ÂŸÂ¤ÂªÃ°ÂŸÂ¤ÂªÃ°ÂŸÂ˜ÂÃ°ÂŸÂ¤Âªpura2 benci pak Jokowi.
Dasar songong.... https://t.co",Positive
"""Tolong disampaikan kepada para penerima bahwa BLT Minyak Goreng ini betul-betul digunakan sesuai yang telah diarahkan oleh Menteri Sosial baik itu untuk membeli minyak goreng maupun sembako. Tapi jangan dipakai untuk beli pulsa,"" ujar Kepala Negara. http",Positive
"Selanjutnya, Kepala Negara menyampaikan kepada pemerintah daerah untuk mengingatkan masyarakat bahwa BLT Minyak Goreng yang telah diberikan pemerintah harus digunakan dengan baik sesuai dengan tujuannya.
@jokowi https://t.co/sY7aYOxGe0",Positive
"Terbaik banget emang ya gais, BLT minyak goreng dari pemerintah udah tersalurkan 99 persen buat masyarakat 
#DukungMendagLutfi https://t.co/zvOLewLARq",Positive
"Saat meninjau, Presiden berdialog dengan perwakilan kantor pos dari enam lokasi melalui konferensi video, yakni Aceh, Medan, Banten, Pontianak, Depok, dan Cikini, Jakarta Pusat untuk menyampaikan capaian penyaluran BLT di masing-masing daerah tersebut. ht",Positive
"Jelang Lebaran, Wali Bomas Salurkan BLT Desa pada 158 PKM di Nagari https://t.co/LMb5NzkdQ7",Negative
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat
https://t.co/8NYtt6tDma",Positive
BBKTM Polsek Pacitan melaksanakan monitoring dan pengamanan penyaluran BLT Dana Desa periode April 2022 bertempat di Balai Ds.Tambakrejo Pacitan. https://t.co/CGHjsd9bhS,Positive
"Pemerintah selalu memberikan terbaik utk masyarakatnya, begitupun presiden jokowi mengungkapkan BLT minyak goreng ini bisa digunakan dgn tepat 
#DukungMendagLutfi https://t.co/C28xXnzBpr",Positive
"Pencairan BLT Subsidi Minyak Goreng Paling Lambat Kamis (28/4/2022)

Selengkapnya : 
https://t.co/0sh3jlmseV https://t.co/uKQ5KFtNrJ",Positive
Klik https://t.co/W0HGQR4Lnf untuk Cek Penerima BSU atau BLT Gaji Karyawan agar Dapat Rp1 Juta dari Pemerintah https://t.co/LkS6AZyCuS,Neutral
"Penyaluran BLT. Dana Desa bulan Januari s.d Maret 2022 kepada 102 KPM pd Selasa, 26 April 2022, Desa Sidotani, Kec. Bandar, Kab. Simalungun.
#SimalungunSalurBLTDD 
#TPPSimalungun
@jokowi
@halimiskandarnu
@imansyukri 
@malik_haramain 
@taufikmadjid71
@yusr",Positive
"KSP Kawal Penyaluran BLT Minyak Goreng
https://t.co/dxWaCLwNAg",Positive
KSP Kawal Penyaluran BLT Minyak Goreng https://t.co/NQy4yu0yMd,Neutral
BLT Subsidi Gaji 2022 Cair? Ini Cara Cek Nama Penerima BSU di https://t.co/5cuSHrhIb0 https://t.co/mYbDBFgyNZ,Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat https://t.co/ke9G8Z6OMU",Neutral
"KSP Kawal Penyaluran BLT Minyak Goreng

Ramadhan Utamakan Prokes

https://t.co/LuhyU0Fa7d",Positive
"KSP Kawal Penyaluran BLT Minyak Goreng

Ramadhan Utamakan Prokes

https://t.co/ye0kADEJPg",Positive
"KSP Kawal Penyaluran BLT Minyak Goreng

Ramadhan Utamakan Prokes

https://t.co/ByWdqXKuyk",Neutral
"(thread)
Jokowi: BLT Minyak Goreng Jangan Digunakan Beli Pulsa
#MinyakGoreng #BLT 

https://t.co/QHkcZ9bp5z",Positive
"PENYALURAN BLT
Ramadhan Utamakan Prokes https://t.co/rEFivzdR2B",Negative
"Sekarang harga minyak mahal gaes
Para pedagang gorengan ngeluh
Tapi untung sudah dapat BLT
Dan sekarang ekspor minyak di stop
#MinyakUntukNegeri https://t.co/oeuBCxRtJR",Positive
"Tekan Lonjakan Inflasi, KSP Pastikan BLT Minyak Goreng Diterima Masyarakat https://t.co/EI8lqNwl8X",Positive
"Sementara pemerintah masih terus menyalurkan Bantuan Langsung Tunai (BLT) minyak goreng sebesar Rp300 ribu untuk tiga bulan (April-Juni) kepada masyarakat miskin.
#MinyakUntukNegeri",Negative
"KSP Kawal Penyaluran BLT Minyak Goreng
https://t.co/HxmI21dD0y",Positive
pemerintah memberikan blt minyak goreng utk meringankan beban masyarakat bawah yg terkena dampak kelangkaan minyak goreng yg mengakibatkan mahalnya harga migor di pasaran #MinyakUntukNegeri,Positive
@MCAOps BLT sebaiknya jangan di tempat ibadah manapun,Positive
"Kawan2 ada yang Masih kesulitan mendapatkan minyak gorengkah? Masalahnya dimana? Katanya ada BLT juga

#MinyakUntukNegeri",Positive
"@SampurnaBambang Jgnkan tol bantuan sembako , vaksin gratis , bantuan migor , blt , kadrun paling depaaaan",Positive
Pemberian bansos BLT Minyak Goreng ini kan utk meringankan beban masyarakat krn harga minyak yg mahal di pasaran. #MinyakUntukNegeri,Positive
"Pembagian BLT DD bulan april ke 96 KPM masing2 Rp.300.000,- pada tgl 25 April 2022 jam 13.00 s.d selesai di aula balai desa kemiriamba.. Sekaligus vaksinasi booster.. https://t.co/mS5PExXOPG",Positive
"Beberapa hari lalu saya akhirnya ikut ngerasain antri jatah Bansos BLT Minyak Goreng yg dibagikan oleh pemerintah di Balai Desa. 
Seru juga ternyata desak-desakan sama ibu2 di bulan Ramadan demi bansos yg diberikan.  #MinyakUntukNegeri https://t.co/utmt7k",Positive
"Tanahnya Ditebus Proyek Tol Solo-Jogja, Romdiyah Langsung Minta Dikeluarkan dari Daftar Penerima BLT

https://t.co/6etWrGmwiI",Positive
KSP Kawal Penyaluran BLT Minyak Goreng https://t.co/ZETini4dza,Positive
"KSP Kawal Penyaluran BLT Minyak Goreng

Ramadhan Utamakan Prokes
https://t.co/dhxFwnIajP",Negative
"KSP Kawal Penyaluran BLT Minyak Goreng

Ramadhan Utamakan Prokes
https://t.co/A6Cm1VtXpw",Positive
"Pastikan BLT-DD Tepat Sasaran Babinsa Koramil Kedamean Dampingi Pendistribusiannya.
 https://t.co/jJ6fgNsKWQ",Positive
"No Jab No BLT, yang dipakai adalah Vaxx yang haram. Jangan harapkan Allah menjadikan negeri ini Baldatun Thoyyibatun wa Rabbun Ghafur.",Positive
Pemerintah harus mengalokasi BLT untuk kelompok masyarakat tertentu yang terpukul oleh kenaikan harga minyak goreng.,Positive
"Pastikan BLT-DD Tepat Sasaran Babinsa Koramil Kedamean Dampingi Pendistribusiannya.
 https://t.co/jJ6fgNb9yg",Positive
"KSP Kawal Penyaluran BLT Minyak Goreng

Ramadhan Utamakan Prokes
https://t.co/j8o0bUSOo9",Positive
"Babinsa Ds. Sindon sertu Yunianto melaksanakan pengamanan dan pendampingan Vaksinasi dan pembagian BLT DD di balai desa sindon
@kodim0724byl 
@KoremSolo https://t.co/ocEDlKf8Yu",Positive
@RexChapman #5 BLT all day.,Negative
KSP Kawal Penyaluran BLT Minyak Goreng https://t.co/C7kBck84jY,Positive
Setka budi melaksanakan pendampingan penyaluran BLT DANA DESA https://t.co/57tllKRjfM,Positive
"Presiden menyampaikan kepada pemerintah daerah untuk mengingatkan masyarakat bahwa BLT Minyak Goreng yang telah diberikan pemerintah harus digunakan dengan baik sesuai dengan tujuannya.
https://t.co/4NpL0dm5Q3",Positive
KSP Kawal Penyaluran BLT Minyak Goreng https://t.co/h4WrrmpFEb,Positive
